"page","diagram_number","players","year","solution_move","solution_move_with_notation","solution_full_move","solution_full_text","solution_turn","fen","api_turn","image_path","image_page","header_page","solution_page"
"591","816","Alekhine - Book","1938","h5","h5!","27. h5!","27.h5!+/- Fixing Black’s kingside and stopping ...Ng6 (even though it wasn’t an immediate threat). The pawn is undefended on h5, but Black is in no position to exploit that.","white","","","data_output/extracted_images/diagram_741_page_592.png","592","591","592"
"591","817","Capablanca - Menchik","1939","h5","h5!","27. h5!","27.h5!+/- Fixing Black’s kingside and stopping ...Ng6 (even though it wasn’t an immediate threat). The pawn is undefended on h5, but Black is in no position to exploit that.","white","","","data_output/extracted_images/diagram_742_page_592.png","592","591","592"
"592","818","Tolush - Botvinnik","1939","Rxd5","Rxd5!","11... Rxd5!","11...Rxd5! 11...Qd7 is quite promising for Black but the text move is stronger. 12.Qxd5 Nc6!f Black continues with rapid development. The b2-pawn is hanging, and White is far away from castling. Trust your intuition, or update it! Botvinnik’s 12...Be6© was less flexible.","black","","","data_output/extracted_images/diagram_743_page_592.png","592","592","592"
"593","819","Rabinovich - Botvinnik","1939","e4","e4µ","25... e4µ","25...e4µ Knowing the evaluation is less important than the decision to keep the e-file closed. 25...exd4? 26.cxd4+- gives White an open e-file.","black","","","data_output/extracted_images/diagram_744_page_593.png","593","593","593"
"593","820","Botvinnik - Kan","1939","f5","f5","15. f5","15.f5 White secures the e4-outpost, gains space and plans f5-f6 (after Ne4). 15...Nf6 16.Ne4 Qd8","white","","","data_output/extracted_images/diagram_745_page_593.png","593","593","593"
"594","821","Kotov - Botvinnik","1939","axb3","axb3","14... axb3","14...axb3 A positionally desirable move to split White’s pawns. Black just needs to decide whether to include ...Nxd3 first. The general answer is no, as it opens the diagonal for the b2-bishop. But also, after 14...Nxd3?! 15.Qxd3 axb3?! 16.cxd5² the d5-pawn is defended! 15.Nxb3 15.cxd5? Nxd5µ There are several good moves; Botvinnik’s 15...Ne4³ is one of them.","black","","","data_output/extracted_images/diagram_746_page_594.png","594","594","594"
"594","822","Botvinnik - Boleslavsky","1940","Rg5","Rg5!","32. Rg5!","32.Rg5! The rook occupies a strong outpost, planning to double up. 32.Rg3?? is less logical from an abstract perspective, as the rook is less secure. Concretely, it loses outright to: 32...Nxd5! 33.Nxd5 Bxd4 34.Qxd4 Rxg3+ 32...Qxh4 33.Rfg2+- White threatens Bxf6 followed by Rh5+.","white","","","data_output/extracted_images/diagram_747_page_595.png","595","594","595"
"595","823","Botvinnik - Konstantinopolsky","1940","fxe6","fxe6","12. fxe6","12.fxe6 fxe6 13.Bh5+! Black surely regretted the decision to delay short castling. 13...g6 A weakness that Black is not happy with. 14.Bg4+/-","white","","","data_output/extracted_images/diagram_748_page_595.png","595","595","595"
"596","824","Botvinnik - Boleslavsky","1941","h4","h4!","26. h4!","26.h4! Harassing the knight. 26.Ra1? is the only way to defend the a-pawn, but it looks stupid. 26...f6+/- was the game continuation. Black should avoid 26...Qxa4? 27.h5 Nh8 28.Nf4 Qc6 29.Re5 Rfd8 30.Nxd5+- when White regains the pawn with a winning position. 26...Rfd8 27.h5 Rf6!² followed by ...Nf8 was Black’s best chance to resist.","white","","","data_output/extracted_images/diagram_749_page_596.png","596","596","596"
"596","825","Alekhine - Bogoljubow","1941","exd5","exd5!","15. exd5!","15.exd5! Disturbing Black’s coordination. Neither the knight nor the bishop wants to leave its current square. 15.Qg3?? loses the knight after: 15...Nh5-+ 15...Nxd5 15...Bxd5 leaves f5 undefended, and after 16.Nf5!+/- White will follow up with Qh3, with the plan to sacrifice on h6. 16.Qg3 Qf6 Keeping h6 and e5 defended. 17.f4f","white","","","data_output/extracted_images/diagram_750_page_596.png","596","596","597"
"597","827","Guimard - Euwe","1946","f3","f3","20. f3","White has sacrificed a pawn, and has strong bishops and a lead in development as compensation. 20.f3 Opening the f-file and the b1-h7-diagonal. 20.Bxf6? Qxf6 21.Qxf6 gxf6 22.f3 fails to win back the pawn: 22...exf3 23.Rxf3 Be6!³ 20...Nd5?! The best defence was: 20...exf3! 21.Bb1 Re8!² 21.Qxe7 Nxe7 22.fxe4+/-","white","","","data_output/extracted_images/diagram_751_page_599.png","599","597","599"
"598","828","Botvinnik - Euwe","1948","f3","f3","20. f3","White has sacrificed a pawn, and has strong bishops and a lead in development as compensation. 20.f3 Opening the f-file and the b1-h7-diagonal. 20.Bxf6? Qxf6 21.Qxf6 gxf6 22.f3 fails to win back the pawn: 22...exf3 23.Rxf3 Be6!³ 20...Nd5?! The best defence was: 20...exf3! 21.Bb1 Re8!² 21.Qxe7 Nxe7 22.fxe4+/-","white","","","data_output/extracted_images/diagram_752_page_599.png","599","598","599"
"599","829","Ratner - Petrosian","1950","f5","f5!","19... f5!","19...f5! This pawn thrust is more common with a closed centre. However, it’s strong here due to the","black","","","data_output/extracted_images/diagram_753_page_599.png","599","599","599"
"600","830","Smyslov - Flohr","1950","Ba3","Ba3!","24. Ba3!","24.Ba3!+/- White will win the exchange anyway, and Smyslov exchanges the bishop pair to increase the power of the rooks. 24.Nxh8 may transpose, but unless you have a good reason, it’s better to delay capturing one of the rooks. It may win a tempo. 24...Rxh8 25.Ba3 Let’s look for a difference compared to the game continuation. 25...Bxa3 26.Rxa3 Nd4 27.Rc3+ Kb8 28.Nc5?! Bb5 29.f4 Black should not win the exchange back, since White’s e-pawn becomes too strong. But it’s possible to use the rook actively with: 29...Rc8 This would not have been possible in the analogous line when White delays capturing on h8.","white","","","data_output/extracted_images/diagram_754_page_600.png","600","600","600"
"600","831","Unzicker - Euwe","1951","d5","d5!","15... d5!","15...d5! If it works tactically to strike in the centre with a fianchettoed bishop (or two), it’s usually a good idea since it extends the diagonal. On this occasion, it involves a pawn sacrifice. 16.exd5 e4! 16...exd4 helps White’s knight forward: 17.Nxd4 Nxd5 18.Nf5² 17.Bxe4 Nxe4 18.Rxe4 Bxd5 19.Re1 Qb7© The threats against the f3-knight and d4-pawn provide full compensation. Also possible is: 19...Nc6 20.Be3 Bb4 21.N1d2 f5!©","black","","","data_output/extracted_images/diagram_755_page_601.png","601","600","601"
"601","832","Botvinnik - Ragozin","1951","Bh6","Bh6","29. Bh6","29.Bh6 Weakening Black’s king, preparing Bxg7 and Ng5. 29...Bf8 29...Bh8?? 30.Qd8+ Kh7 and White wins in many ways, the fastest being 31.Ng5+ with mate in five. Black could have escaped to a pawn-down endgame with: 29...Bxh6 30.Qxh6 Qc2 31.Ng5 Qd1+ 32.Kh2 Qh5+ 33.Qxh5 gxh5 34.Bf3 30.Bxf8 Kxf8 31.Ng5+-","white","","","data_output/extracted_images/diagram_756_page_601.png","601","601","602"
"602","833","Botvinnik - Bronstein","1951","Ne1","Ne1!","12. Ne1!","12.Ne1!² Planning f2-f3 and e3-e4, while the knight can continue to d3.","white","","","data_output/extracted_images/diagram_757_page_603.png","603","602","603"
"602","834","Euwe - Rico Gonzalez","1951","Ne1","Ne1!","12. Ne1!","12.Ne1!² Planning f2-f3 and e3-e4, while the knight can continue to d3.","white","","","data_output/extracted_images/diagram_758_page_603.png","603","602","603"
"603","835","Botvinnik - Moiseev","1951","Ba3","Ba3","17. Ba3","17.Ba3 It is logical for White to act on the queenside, which may be opened after ...axb5, and it’s also good to exchange the bishop before Black has time for ...Bd6xf4. 17...Bxa3 18.Rxa3² Black should close the queenside with ...a6-a5. In the resulting position White stands better due to the additional queenside space, more active bishop and more flexible pawn structure.","white","","","data_output/extracted_images/diagram_759_page_603.png","603","603","603"
"604","836","Smyslov - Stoltz","1953","a3","a3!","10. a3!","10.a3! Forcing Black to part with the bishop - it has to be done before the knight has reached c6. 10...Ba5?! 10...Bxc3 11.Bxc3² 11.b4! cxb4 12.axb4 Bxb4 13.Ncd5+! Nxd5 14.Nxd5+ exd5 15.Bxb4++/- The resulting position suits the bishop pair.","white","","","data_output/extracted_images/diagram_760_page_604.png","604","604","604"
"604","837","Taimanov - Petrosian","1953","a5","a5!","16... a5!","16...a5! Getting active with ...Ba6 and ...Rc8 is more important than immediately regaining the pawn. 16...Nfxe4 17.Nbd2= was the game. 17.Nbd2 Ba6 18.Qc2 Bxf1 19.Kxf1 Rc8 20.Qb1 The only move that keeps the pawn. 20...Qb6-+ The queen goes to a6 next.","black","","","data_output/extracted_images/diagram_761_page_604.png","604","604","605"
"605","838","Taimanov - Euwe","1953","Nh4","Nh4","18... Nh4","18...Nh4 Either winning a pawn or exchanging one half of the bishop pair. 19.Be4 Nxe4 20.fxe4 f5 Playing for the light squares. 21.exf5 Nf3+! The game went 21...e4 and now 22.f4! exf3 23.e4µ saw Taimanov limit the damage. 22.Kg2 e4-+ Black has full light-square control and White’s king is in some danger.","black","","","data_output/extracted_images/diagram_762_page_605.png","605","605","605"
"605","839","Kotov - Smyslov","1953","d4","d4!","11... d4!","11...d4! Smyslov’s 11...dxc4 should have been met by 12.bxc4! to avoid ...b7-b5. Black has nice squares (c5 and c6), but so does White (d5). 12.exd4 exd4 13.Ne4 Nc6³ The d-pawn is not only isolated, but also passed, which makes it harder for White to keep control over d3 in the long run. White is not active enough to push the queenside majority.","black","","","data_output/extracted_images/diagram_763_page_606.png","606","605","606"
"606","840","Smyslov - Kluger","1954","Rxc6","Rxc6!","29. Rxc6!","29.Rxc6! White was clearly better after Smyslov’s 29.Red1, but the text move is the best way to","white","","","data_output/extracted_images/diagram_764_page_606.png","606","606","606"
"607","841","Smyslov - Sliwa","1955","Rb8","Rb8!","13... Rb8!","13...Rb8! Black prepares to put the bishop on its best square. There is a short line to calculate. 13...Bd7= was played. 13...b5!? is a nice try, but the main move is better. 14.Bxb5 Bb7 15.Qxb7 Bxe5 16.Rb1 Rb8 17.Qe4! (17.Qd7 Qa5µ) 17...Bxh2+ 18.Kxh2 Rxb5 19.Bb2÷ Black can grab a pawn but White’s strong bishop provides compensation. 14.a3 b5! 14...Nd5= 15.axb4 bxc4³ White might win a pawn (on a7), but Black’s passed b-pawn and active bishops are more important.","black","","","data_output/extracted_images/diagram_765_page_607.png","607","607","607"
"607","842","Smyslov - Petrosian","1956","Qxc4","Qxc4!","19. Qxc4!","19.Qxc4!² To be able to answer ...e7-e5 with d4-d5. After 19.bxc4 e5= White will either be left with an isolated pawn on the c- or d-file, or allow 20.e3?! e4³ when White’s knight is ridiculous, unless f2- f3 is played (which gives Black the e4-square).","white","","","data_output/extracted_images/diagram_766_page_609.png","609","607","609"
"608","843","Botvinnik - Stahlberg","1956","Qxc4","Qxc4!","19. Qxc4!","19.Qxc4!² To be able to answer ...e7-e5 with d4-d5. After 19.bxc4 e5= White will either be left with an isolated pawn on the c- or d-file, or allow 20.e3?! e4³ when White’s knight is ridiculous, unless f2- f3 is played (which gives Black the e4-square).","white","","","data_output/extracted_images/diagram_767_page_609.png","609","608","609"
"609","844","Botvinnik - Benkner","1956","f4","f4+/-","17. f4+/-","17.f4+/- Not allowing ...f5-f4, and preparing to put pressure on f5 after f4xe5. 17...exf4 18.gxf4+/- This simple recapture is strong enough to justify White’s previous move. However, 18.Rxf4! was even","white","","","data_output/extracted_images/diagram_768_page_609.png","609","609","609"
"610","845","Smyslov - Keres","1956","a5","a5!","21. a5!","21.a5!+/- Avoiding ...bxa4 (even though that isn’t the most dangerous threat), while keeping the a-file closed and fixing the pawn on a6. White continues with Bg4, b2-b4 and Be3, with the ultimate plan to infiltrate on the queenside - perhaps with Qb6. Instead, Smyslov played 21.Bc1 and there slowly followed exchange after exchange with a draw.","white","","","data_output/extracted_images/diagram_769_page_610.png","610","610","610"
"610","846","Sliwa - Smyslov","1956","Ba6","Ba6!","20... Ba6!","20...Ba6! This retreat is forced, to avoid activating White’s bishop on g2. The game went: 20...b5? This is a good positional idea, but concretely it doesn’t work, as White can undermine the pawn centre. 21.Nxc4 bxc4 22.b5! If only the king was on h8, Black could have taken on b5. 22...Nb6 23.bxc6+- Black does not have a convenient way to regain the pawn, as a4-a5 attacks the d5-pawn once again. 21.a4 Kh8 22.Rad1²","black","","","data_output/extracted_images/diagram_770_page_611.png","611","610","611"
"611","847","Smyslov - Botvinnik","1957","Red1","Red1!","27. Red1!","27.Red1! Using the worse-placed rook to prepare the exchange of bishops. 27.Rcd1?! e4 28.Bd5 Bb4 and Black wins material. 27...e4 27...Bb8 prevents Bd5, but allows 28.a4÷ followed by a4-a5, a check on the diagonal and Qc5 or Nc5. 28.Bd5! Bf4 29.Rc5!= Smyslov gave up the exchange with 29.Bxb7? and lost.","white","","","data_output/extracted_images/diagram_771_page_611.png","611","611","612"
"612","848","Euwe - Yanofsky","1958","f6","f6","13... f6","13...f6 13...Nd6 was played. White stands better, especially after 14.Qe2! hitting the e7- and c5- pawns with Ne5-d3. 14.Nf3 e5!= With a tactical detail (seeing that capturing en passant loses the queen), Black avoids the backward pawn on e7.","black","","","data_output/extracted_images/diagram_772_page_612.png","612","612","612"
"612","849","Matanovic - Petrosian","1959","b4","b4!","20... b4!","20...b4!³ 21.Bxd5?! Trying to avoid a weak pawn on d4 or c3. 21.Qf3?! bxc3µ was the game. 21.cxb4 is the best try although 21...Nxb4³ is no fun for White. 21...Rxd5 22.cxb4 Qg6+! Taking on d4 would give Black some advantage, but the text move is much stronger. 23.Qd3 To defend the g3- pawn. 23...Rxd4! 24.Qxg6 Rxd1+ 25.Rxd1 Rxd1+ 26.Kc2 fxg6! 27.Kxd1 White can’t create a passed pawn on the queenside, but Black can on the other wing. 27...Kf7 28.Ke2 g5! 29.fxg5 Kg6 30.h4 Kf5-+ A single passed pawn is better than two doubled pawns.","black","","","data_output/extracted_images/diagram_773_page_613.png","613","612","613"
"613","850","Tal - Krogius","1959","Ra6","Ra6!","24. Ra6!","24.Ra6!+/- Keeping the active rook. White will soon send the other rook to a1, while Black has no entrance square on the c-file.","white","","","data_output/extracted_images/diagram_774_page_613.png","613","613","614"
"615","852","Benko - Tal","1959","Nc5","Nc5!","22... Nc5!","22...Nc5!³ Threatening the bishop (with check) before White has time for Nd5 and Bxd5.","black","","","data_output/extracted_images/diagram_775_page_617.png","617","615","617"
"616","853","Tan - Petrosian","1960","Nc5","Nc5!","22... Nc5!","22...Nc5!³ Threatening the bishop (with check) before White has time for Nd5 and Bxd5.","black","","","data_output/extracted_images/diagram_776_page_617.png","617","616","617"
"617","854","Bronstein - Petrosian","1960","cxd4","cxd4!","15... cxd4!","15...cxd4! Ignoring White’s threat. 15...Kg7÷ 16.Bxg6+ hxg6 16...Kg7= 17.Qxh8 dxc3-+ For the exchange, Black got a pawn, an offside white queen, and White’s king stuck in the centre. (Castling is met by ...Qb6+ and ...cxb2.) The positional evaluation is that the position is too open to give any chances for White to survive.","black","","","data_output/extracted_images/diagram_777_page_617.png","617","617","617"
"618","855","Botvinnik - Tal","1961","a4","a4!","22. a4!","22.a4! Taking action on the queenside before Black does it (...c5-c4). 22...bxa4 22...b4 23.Nb1+- leaves White with a great square on c4 and a weak pawn on c5. 23.bxa4+- White will win the b-file.","white","","","data_output/extracted_images/diagram_778_page_619.png","619","618","619"
"618","856","Botvinnik - Tal","1961","a4","a4!","22. a4!","22.a4! Taking action on the queenside before Black does it (...c5-c4). 22...bxa4 22...b4 23.Nb1+- leaves White with a great square on c4 and a weak pawn on c5. 23.bxa4+- White will win the b-file.","white","","","data_output/extracted_images/diagram_779_page_619.png","619","618","619"
"619","857","Botvinnik - Unzicker","1961","Nxc4","Nxc4!","11. Nxc4!","11.Nxc4! dxc4 12.d5 To avoid getting a weak pawn, Black needs to take on d5. 12...Nxd5 13.Nxd5² White has a powerful knight; and if Black exchanges it, the bishop pair will be strong.","white","","","data_output/extracted_images/diagram_780_page_619.png","619","619","619"
"620","858","Fischer - Petrosian","1961","b5","b5!","15... b5!","15...b5! Black delays castling to be the first to launch his pawns against the opponent’s king. 15...0- 0= 16.Bd3 No mating threat on h7. 16.Bxd5 gives Black a pleasant choice. 16...cxd5 followed by short castling and advancing the queenside pawns looks promising; as does 16...Rxd5 with pressure on the d-pawn. White will be reluctant to play c2-c3, as this will invite Black to prepare ...b5-b4. 16...b4f Stopping White’s c-pawn from moving. 16...a5 was played in the game.","black","","","data_output/extracted_images/diagram_781_page_620.png","620","620","620"
"620","859","Unzicker - Fischer","1962","Ra4","Ra4!","19... Ra4!","White would be positionally winning with the knight on d5, but it’s too far away. 19...Ra4! Black puts pressure on the e4-pawn and is ready to take control over the a-file. 20.c3 If Black was allowed four free ‘quiet’ moves, they may be ...Rc8, ...Bg5, ...h7-h6 and ...Rcc4. Pursuing a minority attack to open files on the queenside with ...b5-b4 is also in the air. White can’t kick the rook away with the b- pawn, and 20.Rxa4? bxa4 enables Black to pick up the b2-pawn. 20...Qa6 Fischer beat Unzicker after only five more moves. Interestingly, Fischer had already reached the exact same position earlier the same year against Tal, who managed to manoeuvre his knight to d5 while losing a queenside pawn. That was enough to make a draw.","black","","","data_output/extracted_images/diagram_782_page_620.png","620","620","621"
"621","860","Botvinnik - Penrose","1962","g5","g5!","33. g5!","33.g5!+/- Weakening the e5-square.","white","","","data_output/extracted_images/diagram_783_page_622.png","622","621","622"
"621","861","Botvinnik - Petrosian","1963","g5","g5!","33. g5!","33.g5!+/- Weakening the e5-square.","white","","","data_output/extracted_images/diagram_784_page_622.png","622","621","622"
"622","862","Petrosian - Botvinnik","1963","Ba3","Ba3!","23. Ba3!","23.Ba3! Forcing Black to choose between passivity (...Rfe8, leaving the open file), bad coordination (...Rf7, leaving the d8-rook undefended), or being deprived of the c5-square for the knight while weakening the d6-square (...c7-c5). 23.Qe4 g5 24.Qc6 Nc5„ 23...Rfe8 White is satisfied with the inclusion of the last two moves; no further calculation or evaluation is needed. 23...Rf7 temporarily","white","","","data_output/extracted_images/diagram_785_page_622.png","622","622","622"
"623","863","Spassky - Petrosian","1966","h6","h6!","12... h6!","12...h6! Starting an attack by harassing White’s pieces on the kingside. 12...Rg8? 13.Bxh7 is a safe pawn-grab. 12...0-0-0 allows the surprising: 13.h4! h6 (13...g6 is slower than 12...h6. Stockfish gives a surprising line: 14.Qe2 h6 15.Bg3 g5 16.h5 g4 17.Nd4! cxd4 18.cxd4 Nb8 19.Rfc1 Nc6 20.Bb5=) 14.h5! and Black’s g-pawn is halted. 13.b4 13.h4 g5µ 13...g5 14.Bg3 h5µ","black","","","data_output/extracted_images/diagram_786_page_623.png","623","623","623"
"623","864","Petrosian - Najdorf","1966","cxd5","cxd5","15. cxd5","15.cxd5 Not allowing ...e5-e4 or ...d5-d4. White wants to improve the scope of the g2-bishop. 15...Nxd5 16.Rb1² 16.b5 cxb5 17.Qb3² was logical (but not necessarily better).","white","","","data_output/extracted_images/diagram_787_page_624.png","624","623","624"
"624","865","Najdorf - Petrosian","1966","g5","g5!","18... g5!","18...g5! A risky move to force the bishop back and be able to put a knight on e5. As it comes with tempo, Black’s activity is more important than the weakness. 19.hxg5 19.Be3!? was worth considering, although Black still does well with 19...gxh4 20.gxh4 Ne5³ followed by ...Bg4 or ...f6-","black","","","data_output/extracted_images/diagram_788_page_624.png","624","624","624"
"625","866","Tal - Zhuravlev","1967","Rb5","Rb5!","15. Rb5!","15.Rb5!÷ The rook is useful (hitting b7 and supporting b3-b4), and the risk that it gets trapped in the future is something White has to accept to play actively. 15.Re1 e5³ The bishop on b2 is misplaced in the reversed Benoni structure.","white","","","data_output/extracted_images/diagram_789_page_625.png","625","625","625"
"625","867","Spassky - Petrosian","1969","Rfc8","Rfc8!","16... Rfc8!","16...Rfc8! Intending to open the c-file before White has completed development. White should still be close to equal, but in the game Spassky was unable to tame Petrosian’s initiative. 16...axb5 17.axb5 Rfc8 has the downside that White gets rid of the weak a4-pawn.","black","","","data_output/extracted_images/diagram_790_page_625.png","625","625","626"
"626","868","Tal - Kolarov","1970","Qxa5","Qxa5!","22... Qxa5!","22...Qxa5! After 22...Qd8 23.a6² it is possible to tactically defend the a7-pawn, but Black is still under some pressure. 23.Qxa8 Qxc3 24.Qxa7 Nxe4 The exchange sacrifice (Petrosian’s trademark) won a few pawns. Black’s pawn structure may not be pretty, but the pawns are still of some value - and more importantly, Black has reached an open position where it’s easy to create threats against the enemy king. Hübner should have gone for: 25.Qxe7 Qxe3+ 26.Kh1 Nf2+ 27.Kh2 Qf4+ 28.Kg1 Black can play on in a position with balanced chances, or go for an immediate draw with: 28...Nxh3+ 29.gxh3 Qg3+","black","","","data_output/extracted_images/diagram_791_page_627.png","627","626","627"
"627","870","Petrosian - Korchnoi","1971","b4","b4!","22. b4!","22.b4! Positionally, White wants to advance on the queenside, and tactically it is possible. 22...cxb4 23.Nb3 White threatens to win a piece with Bxc6. 23...Bb6 24.Bxc6! Best, but not the only move. 24...bxc6 25.axb4+/- The pawn can’t be taken and White threatens c4-c5 (winning the a7-pawn).","white","","","data_output/extracted_images/diagram_792_page_627.png","627","627","628"
"628","871","Tal - Grigorian","1971","Rc4","Rc4!","17... Rc4!","17...Rc4! The light squares are worth more than the pawn on a7. Putting the rook on c4 stops c3-c4, since it’s difficult for White to challenge the rook with the knight. 17...Ne4 18.c4= 18.Qxa7 Qc6 19.Qa3 Rc8 White can’t do anything active and only hopes to hold on to the extra pawn for as long as possible. It’s not necessary to know how much better Black is. By the way, 20.Ne5?! would be a mistake, as White would be exchanging the last minor piece that can challenge the light squares.","black","","","data_output/extracted_images/diagram_793_page_629.png","629","628","629"
"628","872","Taimanov - Karpov","1973","Rc4","Rc4!","17... Rc4!","17...Rc4! The light squares are worth more than the pawn on a7. Putting the rook on c4 stops c3-c4, since it’s difficult for White to challenge the rook with the knight. 17...Ne4 18.c4= 18.Qxa7 Qc6 19.Qa3 Rc8 White can’t do anything active and only hopes to hold on to the extra pawn for as long as possible. It’s not necessary to know how much better Black is. By the way, 20.Ne5?! would be a mistake, as White would be exchanging the last minor piece that can challenge the light squares.","black","","","data_output/extracted_images/diagram_794_page_629.png","629","628","629"
"629","873","Tal - Petrosian","1973","c4","c4!","13... c4!","13...c4! The pawn exchange keeps the d-file closed, and starts to open things up around White’s king. 14.Bxc4 Nxa4µ 14...Nxc4 15.Qxc4 Nd5µ was also possible.","black","","","data_output/extracted_images/diagram_795_page_629.png","629","629","630"
"630","874","Garcia Martinez - Karpov","1973","Nd5","Nd5!","19. Nd5!","19.Nd5! Qd8 19...exd5? 20.cxd5+- gives Black a ruined pawn structure. 20.Nxf6+! You need to have planned this move to have fully solved the exercise. The game continued 20.Qxb6 Qxb6 21.Nxb6 Ne4 with reasonable compensation for Black. One important detail is that White has to part with a bishop to hold on to the extra pawn. 20...Rxf6² White is happy with the knight exchange. With fewer minor pieces on the board it becomes easier to attack the d6-pawn, and Black no longer has the option of sending the f6-knight via h5 to g3.","white","","","data_output/extracted_images/diagram_796_page_630.png","630","630","630"
"630","875","Larsen - Petrosian","1975","Bd5","Bd5!","19... Bd5!","19...Bd5!f Eyeing the a2-pawn, with ...Qe6 coming next. Closing the d-file also avoids a rook exchange on d8, which would leave the knight on e5 less stable.","black","","","data_output/extracted_images/diagram_797_page_631.png","631","630","631"
"632","877","Petrosian - Gulko","1978","Bxd5","Bxd5+","19. Bxd5+","19.Bxd5+ Consider what you get instead of what you have. 19.b4?! is a positional move to keep the c6-pawn backwards, but it fails to achieve its objective after: 19...Bxf3 20.Nxf3 c5! 21.bxc5 Nxc5 Black has equalized, with 22.Qxc5?? Rd1+ the tactical justification. But even if the b2-b4 idea worked, opening the c-file secures a bigger advantage. 19...cxd5 20.Nf3+/- White can follow up by offering a queen exchange on c6 or c7, or by improving the rooks in some way.","white","","","data_output/extracted_images/diagram_798_page_632.png","632","632","632"
"632","878","Karpov - Bukic","1978","exf5","exf5!","20... exf5!","20...exf5!µ With the strong bishop on g7 and control over the e-file, Black stands much better. 20...gxf5? 21.d5=; 20...cxd4 21.Qxe6+ Qxe6 22.fxe6 Nc5 23.Nd5 Rxe6µ is promising for Black, but not to the same extent as the main move.","black","","","data_output/extracted_images/diagram_799_page_634.png","634","632","634"
"633","879","Spassky - Karpov","1979","exf5","exf5!","20... exf5!","20...exf5!µ With the strong bishop on g7 and control over the e-file, Black stands much better. 20...gxf5? 21.d5=; 20...cxd4 21.Qxe6+ Qxe6 22.fxe6 Nc5 23.Nd5 Rxe6µ is promising for Black, but not to the same extent as the main move.","black","","","data_output/extracted_images/diagram_800_page_634.png","634","633","634"
"634","880","Karpov - Larsen","1979","Rxe6","Rxe6!","17. Rxe6!","17.Rxe6! fxe6 18.Qxe6+ Kh8² For the exchange, White has a pawn, the bishop pair and weak light squares to exploit. Karpov won convincingly.","white","","","data_output/extracted_images/diagram_801_page_634.png","634","634","634"
"635","881","Danailov - Kasparov","1980","Bd8","Bd8","17... Bd8","17...Bd8 Manoeuvring to an open diagonal. (It’s also possible to postpone it a move or two.) 18.g3 a4 19.Kc2 Ba5 20.Re3 Rad8 Taking control over the d-file increased Black’s pressure, and Kasparov soon won.","black","","","data_output/extracted_images/diagram_802_page_635.png","635","635","635"
"635","882","Ribli - Karpov","1980","bxc4","bxc4!","14... bxc4!","14...bxc4! Preparing Black’s next move. 14...e4 15.dxe4 fxe4 leads to balanced play after a few possible continuations. 15.dxc4 e4³ The bishop on g2 is restricted. To add to White’s difficulties, Black threatens ...Bxd5 followed by ...Nb4.","black","","","data_output/extracted_images/diagram_803_page_635.png","635","635","636"
"636","883","Tal - Radulov","1980","Bb3","Bb3!","16. Bb3!","16.Bb3! Planning Ba4+. 16...Bd7 16...Bg7 17.Ba4++/- 17.Nf3 Clearing the d-file, with ideas of e4-e5. 17...a5 Black must keep the bishop on f8 to defend the d6-pawn. 17...Bg7? 18.e5+- 18.Ne5!? 18.Qe3 Qd8 19.Qd4 is another way to try to develop an initiative. 18...Bb5? Black had a narrow path to a playable position: 18...Bg7! 19.Nc4 a4! 20.e5 Qd8 21.Nxb6 axb3 22.Qxd6 bxa2 23.Kd2 Bc6 24.Qxd8+ Kxd8 25.Ra1 Kc7 26.Nc4 Ra8 The bishop pair gives decent compensation. 19.Ng4 Qg7 Otherwise Qd4 with a double threat. 20.e5+- Black’s position collapses after Qd4 and/or Nf6+.","white","","","data_output/extracted_images/diagram_804_page_636.png","636","636","636"
"636","884","Karpov - Beliavsky","1981","Nxe6","Nxe6!","22. Nxe6!","22.Nxe6! Otherwise the bishop might move. 22...fxe6 22...Rxe6 23.a5! Bxa5 24.Qxb7+- with threats of Rc8 and Qxa7. 23.a5 Exchanging pawns makes it easier to exploit Black’s weaknesses. 23.Be5+/- 23...Bxa5 24.Qxb7+/-","white","","","data_output/extracted_images/diagram_805_page_637.png","637","636","637"
"637","885","Karpov - Ljubojevic","1981","Nc6","Nc6!","22. Nc6!","22.Nc6! Starting to open up the light-squared diagonal. 22...Bxc6 22...Qc7 23.Qxc5!+- 23.dxc6 There’s no good way to defend against e4-e5. 23...Nh5 23...Rc8 24.e5+- 24.Bd2+- e4-e5 comes","white","","","data_output/extracted_images/diagram_806_page_637.png","637","637","637"
"638","886","Petrosian - Bronstein","1982","dxc5","dxc5!","23. dxc5!","23.dxc5! 23.Rbd1 allows 23...cxd4! opening the c-file. 24.exd4² (24.Qxd4 e5 25.Qc3 e4! splits White’s pawns.) 23...bxc5+/- With a pawn on c5, it’s more difficult for Black to advance with the d- or e-pawns without getting a weak pawn. The Hedgehog set-up (with a pawn on b6 instead) is more solid. After 23...dxc5+/- Black regrets ...f7-f5. The bishop on b2 is strong.","white","","","data_output/extracted_images/diagram_807_page_638.png","638","638","638"
